year,n_runs,total_population_median,total_population_ci_low,total_population_ci_high,total_population_q25,total_population_q75,total_affected_median,total_affected_ci_low,total_affected_ci_high,total_affected_q25,total_affected_q75,prevalence_total_pct_median,prevalence_total_pct_ci_low,prevalence_total_pct_ci_high,prevalence_total_pct_q25,prevalence_total_pct_q75,on_colchicine_median,on_colchicine_ci_low,on_colchicine_ci_high,on_colchicine_q25,on_colchicine_q75,diagnosed_median,diagnosed_ci_low,diagnosed_ci_high,diagnosed_q25,diagnosed_q75,undiagnosed_symptomatic_median,undiagnosed_symptomatic_ci_low,undiagnosed_symptomatic_ci_high,undiagnosed_symptomatic_q25,undiagnosed_symptomatic_q75,prevented_births_total_median,prevented_births_total_ci_low,prevented_births_total_ci_high,prevented_births_total_q25,prevented_births_total_q75,m694v_homo_in_affected_pct_median,m694v_homo_in_affected_pct_ci_low,m694v_homo_in_affected_pct_ci_high,m694v_homo_in_affected_pct_q25,m694v_homo_in_affected_pct_q75,compound_in_affected_pct_median,compound_in_affected_pct_ci_low,compound_in_affected_pct_ci_high,compound_in_affected_pct_q25,compound_in_affected_pct_q75,hetero_in_affected_pct_median,hetero_in_affected_pct_ci_low,hetero_in_affected_pct_ci_high,hetero_in_affected_pct_q25,hetero_in_affected_pct_q75,other_homo_in_affected_pct_median,other_homo_in_affected_pct_ci_low,other_homo_in_affected_pct_ci_high,other_homo_in_affected_pct_q25,other_homo_in_affected_pct_q75,m694v_homo_absolute_median,m694v_homo_absolute_ci_low,m694v_homo_absolute_ci_high,m694v_homo_absolute_q25,m694v_homo_absolute_q75,m694v_homo_prevalence_pct_median,m694v_homo_prevalence_pct_ci_low,m694v_homo_prevalence_pct_ci_high,m694v_homo_prevalence_pct_q25,m694v_homo_prevalence_pct_q75,total_carriers_absolute_median,total_carriers_absolute_ci_low,total_carriers_absolute_ci_high,total_carriers_absolute_q25,total_carriers_absolute_q75
1960,5,35761.0,35392.0,35850.6,35563.0,35811.0,135.0,126.4,164.0,130.0,164.0,0.4622654430899877,0.4308900020604783,0.569768536362086,0.4434741079347752,0.5603772295496481,42.0,32.2,53.2,34.0,46.0,42.0,32.2,53.2,34.0,46.0,98.0,92.1,117.2,93.0,110.0,0.0,0.0,0.0,0.0,0.0,8.148148148148149,6.1801125703564725,10.200348432055748,6.923076923076923,9.146341463414634,46.03174603174603,44.63414634146342,53.894586894586894,45.73170731707317,47.40740740740741,26.82926829268293,21.903133903133906,29.17247386759582,25.185185185185183,27.439024390243905,2.4390243902439024,1.4871794871794872,3.162020905923345,1.5384615384615385,3.048780487804878,11.0,9.1,14.8,10.0,13.0,0.03766607314066566,0.031048782590150543,0.051418838670776755,0.034169343265222446,0.04431264273783959,37.0,28.6,44.9,34.0,44.0
1961,5,36241.0,35856.8,36299.4,36008.0,36258.0,137.0,133.4,167.0,137.0,167.0,0.46409214092140927,0.4493818071995822,0.5739465076529321,0.461885978220559,0.5643798580601554,41.0,33.1,52.0,34.0,52.0,41.0,33.1,52.0,34.0,52.0,104.0,96.3,115.0,99.0,115.0,0.0,0.0,0.0,0.0,0.0,8.02919708029197,7.196992875562743,10.371887803340686,7.2992700729927,8.982035928143713,47.368421052631575,43.473053892215574,54.74452554744526,46.706586826347305,48.175182481751825,26.34730538922156,21.532846715328468,28.725406330196748,24.817518248175183,28.57142857142857,2.3952095808383236,1.4598540145985401,3.0061681148980233,1.4598540145985401,2.9940119760479043,12.0,10.1,14.9,11.0,14.0,0.04055424129773572,0.034069161744515186,0.05119851141469464,0.03726287262872629,0.04715710051199138,38.0,29.5,47.6,34.0,44.0
1962,5,36654.0,36242.8,36757.6,36493.0,36700.0,146.0,134.3,167.9,137.0,167.0,0.48952221290863374,0.4480603717002535,0.5698810250268977,0.45805610351399245,0.5619292905642707,42.0,31.2,53.0,33.0,53.0,42.0,31.2,53.0,33.0,53.0,104.0,103.1,114.9,104.0,114.0,0.0,0.0,0.0,0.0,0.0,8.982035928143713,7.767205422314912,11.102024125945615,8.02919708029197,10.273972602739725,47.94520547945205,43.83768177929855,54.12081926135745,47.30538922155689,48.507462686567166,25.748502994011975,21.44835516448355,27.865138592750533,23.972602739726025,26.865671641791046,2.3952095808383236,1.378862113788621,2.9841862117981517,1.4598540145985401,2.976190476190476,15.0,11.2,15.0,13.0,15.0,0.05003168673493213,0.0374486669279618,0.05116898714252085,0.04348262367461618,0.050293378038558254,36.0,29.6,46.6,35.0,43.0
1963,5,37076.0,36672.6,37238.6,37002.0,37154.0,149.0,134.6,176.3,140.0,170.0,0.49427765798639905,0.4445038838153703,0.5855803416134927,0.46405250422619243,0.5751987819319913,42.0,28.6,55.5,34.0,51.0,42.0,28.6,55.5,34.0,51.0,107.0,106.0,120.8,106.0,119.0,0.0,0.0,0.0,0.0,0.0,8.823529411764707,7.3958837772397095,10.030551938295101,7.857142857142857,9.701492537313433,49.25373134328358,46.068793619142575,55.81927133269415,48.8235294117647,50.33557046979866,24.11764705882353,20.21476510067114,28.234252466481152,22.14765100671141,27.11864406779661,2.2388059701492535,1.3509108341323106,2.929544699235626,1.4285714285714286,2.824858757062147,13.0,11.2,15.0,13.0,15.0,0.04309344648125435,0.03710642017136347,0.0506534999069377,0.04291278801082722,0.04975949577044286,38.0,28.5,47.3,33.0,41.0
1964,5,37562.0,37067.1,37721.2,37437.0,37597.0,148.0,137.5,178.0,142.0,169.0,0.4868421052631579,0.45011657038174596,0.5863804623033254,0.46621577253923435,0.5670760351654252,38.0,27.7,59.4,34.0,54.0,38.0,27.7,59.4,34.0,54.0,110.0,108.2,118.6,110.0,115.0,0.0,0.0,0.0,0.0,0.0,8.875739644970414,6.737744905185302,11.432728348786744,7.042253521126761,10.948905109489052,51.09489051094891,48.21063766487058,55.839360487247816,49.70414201183432,51.35135135135135,23.668639053254438,20.35591929958127,25.683236145659176,21.12676056338028,25.547445255474454,2.18978102189781,0.7489531785306434,2.942051502429672,1.4084507042253522,2.793296089385475,15.0,10.2,16.8,12.0,15.0,0.04908698213233851,0.03349430865886396,0.055362166615451444,0.03945421666940654,0.05033219247030401,35.0,30.0,45.4,30.0,40.0
1965,5,37963.0,37481.3,38191.8,37925.0,38091.0,149.0,141.3,179.2,144.0,172.0,0.4849155465876916,0.4585801836518641,0.583975835385998,0.4691470645728807,0.5721508881644601,40.0,29.5,60.3,34.0,54.0,40.0,29.5,60.3,34.0,54.0,112.0,109.1,118.9,110.0,118.0,0.0,0.0,0.0,0.0,0.0,9.883720930232558,6.694444444444445,11.332286163072968,6.944444444444445,10.638297872340425,51.06382978723404,47.883720930232556,57.04278523489933,48.837209302325576,51.67785234899329,23.837209302325583,20.20413870246085,26.228132387706857,20.833333333333336,26.111111111111114,2.127659574468085,0.6734712900820283,2.8940568475452193,0.6944444444444444,2.7777777777777777,15.0,10.2,17.0,12.0,17.0,0.048660221890611824,0.0332236229918758,0.05642741086197755,0.03901931456070755,0.055325934845575554,37.0,30.0,46.4,30.0,41.0
1966,5,38391.0,37901.8,38618.1,38386.0,38520.0,149.0,142.6,177.6,148.0,174.0,0.48030430017407005,0.46095559243459105,0.5738779991758636,0.4761751552395354,0.5733612497986793,40.0,30.5,60.1,35.0,52.0,40.0,30.5,60.1,35.0,52.0,117.0,107.2,121.6,109.0,118.0,0.0,0.0,0.0,0.0,0.0,9.195402298850574,6.195600569710397,11.478777435153274,6.338028169014084,11.409395973154362,49.43820224719101,49.334420627524075,57.00538803289536,49.42528735632184,50.33557046979866,24.137931034482758,20.83750827110313,27.46052232007288,21.12676056338028,25.280898876404496,2.027027027027027,0.7680310048208716,2.8109259976753194,1.342281879194631,2.247191011235955,16.0,9.2,17.0,11.0,17.0,0.052775670415938246,0.029740727426388468,0.054789417020512356,0.03543243678531165,0.05469579485859529,41.0,30.1,44.7,31.0,42.0
1967,5,38876.0,38278.8,39132.2,38781.0,38963.0,153.0,144.4,178.2,148.0,171.0,0.48970969497167366,0.46253619103816673,0.5709667303494698,0.47138261617351973,0.5605638419931159,39.0,30.4,59.1,34.0,51.0,39.0,30.4,59.1,34.0,51.0,118.0,110.4,119.9,114.0,119.0,0.0,0.0,0.0,0.0,0.0,9.941520467836257,6.225170701427684,12.665165165165163,6.944444444444445,11.11111111111111,49.72067039106145,49.1429587482219,55.72303921568627,49.32432432432432,50.98039215686274,23.391812865497073,21.045751633986928,25.566208666767324,22.22222222222222,24.581005586592177,2.7027027027027026,0.755718954248366,2.910908556306968,1.3071895424836601,2.793296089385475,17.0,10.1,18.8,11.0,17.0,0.05441218833018597,0.03236291568069857,0.06003665918280611,0.03515837248697542,0.05572856908703491,38.0,32.0,43.6,32.0,40.0
1968,5,39328.0,38756.4,39553.9,39210.0,39418.0,157.0,145.3,187.4,157.0,173.0,0.49839687628964163,0.46207060913219106,0.5958339271316734,0.49620733249051835,0.5621080677129026,42.0,33.2,58.0,35.0,49.0,42.0,33.2,58.0,35.0,49.0,124.0,109.6,129.4,115.0,124.0,0.0,0.0,0.0,0.0,0.0,10.404624277456648,7.569444444444444,13.184713375796179,9.027777777777777,11.464968152866243,49.681528662420384,48.66757483155995,53.72354497354497,49.681528662420384,49.735449735449734,23.699421965317917,22.229299363057326,25.36379873959492,22.29299363057325,24.33862433862434,2.547770700636943,0.7523885350318471,2.8657063339144266,1.2738853503184715,2.6455026455026456,18.0,13.1,20.7,14.0,18.0,0.05714104314148757,0.04167640079385651,0.06558303652221618,0.04441342554406446,0.05848523247879911,40.0,32.3,45.5,35.0,41.0
1969,5,39768.0,39190.1,40026.7,39659.0,39862.0,164.0,147.4,190.5,160.0,177.0,0.516486631184455,0.46566181955498687,0.6011063060039021,0.5016774840874173,0.5705996131528047,43.0,34.2,58.1,36.0,50.0,43.0,34.2,58.1,36.0,50.0,124.0,112.9,132.4,121.0,127.0,0.0,0.0,0.0,0.0,0.0,9.6045197740113,7.921660958904109,14.096036585365852,8.904109589041095,11.585365853658537,50.0,48.667837949565936,54.9835901826484,49.390243902439025,50.520833333333336,23.4375,21.365686602071502,24.929378531073446,22.5609756097561,24.293785310734464,1.875,0.7993651854326762,3.311264124293785,1.8292682926829267,2.604166666666667,17.0,13.2,22.6,15.0,19.0,0.0548033526756931,0.04171867195069655,0.07088821108460512,0.04722624519866507,0.05983686580795515,40.0,31.6,44.8,37.0,43.0
1970,5,40171.0,39658.9,40504.5,40162.0,40329.0,167.0,149.2,188.4,160.0,174.0,0.5220381369177869,0.46876121134174,0.5899405730387098,0.4969561436203255,0.5566574956811056,46.0,34.0,54.4,34.0,49.0,46.0,34.0,54.4,34.0,49.0,125.0,114.7,134.1,121.0,126.0,0.0,0.0,0.0,0.0,0.0,9.195402298850574,7.509957325746798,14.015344311377243,8.783783783783784,10.778443113772456,49.473684210526315,48.87569688209787,56.08108108108108,49.101796407185624,50.0,24.71264367816092,21.186680692668716,24.973684210526315,23.353293413173652,24.736842105263158,2.3952095808383236,0.7956081081081081,3.366606170598911,1.875,2.631578947368421,16.0,13.1,22.5,14.0,18.0,0.05118689615458443,0.04118399579220001,0.06992045944286773,0.0437417984127976,0.05626758361988121,40.0,31.8,46.6,39.0,43.0
1971,5,40615.0,40053.2,40961.1,40568.0,40728.0,170.0,153.6,189.7,159.0,178.0,0.5279831045406547,0.4794350387285329,0.590616746451355,0.49001479289940825,0.5658338101595778,47.0,34.3,54.6,37.0,51.0,47.0,34.3,54.6,37.0,51.0,123.0,119.3,135.1,122.0,127.0,0.0,0.0,0.0,0.0,0.0,9.550561797752808,7.91773602983951,13.570477247502774,8.49673202614379,11.176470588235295,49.21465968586388,48.82881692002643,56.14502404735479,48.87640449438202,49.685534591194966,23.56020942408377,21.764705882352942,25.679457282170873,23.52941176470588,24.719101123595504,2.3529411764705883,0.776914539400666,3.6355079710571205,1.8867924528301887,3.3707865168539324,17.0,13.2,21.7,15.0,19.0,0.0540403077118698,0.04123276310686961,0.06692169769815538,0.0465997701078008,0.05900987638983787,41.0,33.7,44.9,40.0,44.0
1972,5,41065.0,40500.0,41372.6,41013.0,41144.0,173.0,153.8,188.0,161.0,179.0,0.5335718471455448,0.47654570432021126,0.5815249560105182,0.49330514446793516,0.564277157808461,47.0,34.5,56.5,39.0,52.0,47.0,34.5,56.5,39.0,52.0,126.0,119.3,131.5,122.0,127.0,0.0,0.0,0.0,0.0,0.0,9.497206703910614,8.057889822595705,13.280795605500305,9.15032679738562,9.826589595375722,50.31055900621118,49.21935502941089,56.26317579054743,49.735449735449734,50.86705202312138,22.75132275132275,21.077864671880313,25.377355217044308,22.54335260115607,24.581005586592177,2.8901734104046244,0.7745706978443552,3.66852886405959,1.8633540372670807,3.35195530726257,17.0,14.1,21.5,15.0,17.0,0.052431915615458166,0.04372207312873499,0.06602639755423269,0.04630487127245786,0.05359056806002144,41.0,32.7,43.9,39.0,43.0
1973,5,41518.0,40888.1,41854.0,41456.0,41620.0,171.0,156.6,188.5,162.0,175.0,0.5229677656125757,0.48189021661820025,0.5780930473187477,0.4930456219374867,0.5486925440521728,44.0,34.5,56.5,39.0,52.0,44.0,34.5,56.5,39.0,52.0,123.0,122.1,132.4,123.0,127.0,0.0,0.0,0.0,0.0,0.0,9.35672514619883,8.47638326585695,12.695238095238095,8.974358974358974,10.285714285714285,50.617283950617285,48.252631578947366,57.64619883040936,50.526315789473685,51.461988304093566,22.22222222222222,20.04251012145749,25.790476190476188,21.578947368421055,24.571428571428573,2.923976608187134,0.762108262108262,3.6586466165413527,1.8518518518518516,3.428571428571429,16.0,14.2,20.7,16.0,18.0,0.048956612202435586,0.043715055142788874,0.06316568396486247,0.04893265643158603,0.05643694738822349,41.0,31.7,42.9,38.0,42.0
1974,5,41969.0,41273.9,42296.6,41921.0,42005.0,172.0,156.2,191.7,167.0,180.0,0.522558104207808,0.47682855047642636,0.5837994359666476,0.5045774541499229,0.5607651328701829,41.0,36.5,58.3,41.0,52.0,41.0,36.5,58.3,41.0,52.0,128.0,119.7,133.7,126.0,131.0,0.0,0.0,0.0,0.0,0.0,9.883720930232558,9.061674745111148,12.317365269461076,9.32642487046632,10.0,50.58139534883721,47.97409326424871,57.40776511493143,49.740932642487046,51.49700598802395,22.674418604651162,20.17616580310881,25.729208250166334,21.761658031088082,25.555555555555554,2.9069767441860463,0.7602858798531968,4.063903281519862,1.7964071856287425,3.3333333333333335,18.0,14.3,20.7,17.0,18.0,0.05468631323104967,0.04367572989672508,0.0627125248821961,0.05164818471821358,0.05607651328701829,42.0,31.8,45.7,39.0,43.0
1975,5,42434.0,41752.1,42709.6,42338.0,42463.0,172.0,159.7,191.3,166.0,185.0,0.5182596119079185,0.48439752676403003,0.5784076250754261,0.49839373104752754,0.5709347899885814,40.0,37.2,60.0,39.0,51.0,40.0,37.2,60.0,39.0,51.0,131.0,122.4,133.9,126.0,133.0,0.0,0.0,0.0,0.0,0.0,9.72972972972973,8.295990566037736,12.916082936396752,9.375,9.883720930232558,50.0,48.98141891891891,57.195953625824046,49.18918918918919,51.204819277108435,22.674418604651162,20.918828616352204,25.394985346792577,22.395833333333336,25.301204819277107,3.2432432432432434,1.3127983632643785,4.098837209302325,1.8072289156626504,3.488372093023256,18.0,13.4,21.6,17.0,18.0,0.054303556882975834,0.040652245307914815,0.06500200430073856,0.05122333373508497,0.055550411998888986,42.0,33.6,46.6,39.0,43.0
1976,5,42800.0,42191.0,43168.1,42713.0,42899.0,174.0,163.5,189.4,168.0,184.0,0.5213795583255926,0.4930968491543651,0.5681203160416516,0.5002828980673595,0.5646596697968452,43.0,39.2,58.2,41.0,51.0,43.0,39.2,58.2,41.0,51.0,131.0,124.3,132.8,127.0,131.0,0.0,0.0,0.0,0.0,0.0,9.202453987730062,8.972171808832426,13.29968944099379,9.195402298850574,9.782608695652174,50.57471264367817,49.05263157894737,57.08041191936897,50.0,51.78571428571429,22.988505747126435,20.48401679044236,24.45134575569358,22.63157894736842,24.404761904761905,3.260869565217391,1.282865907099036,4.1343012704174225,1.7857142857142856,3.4482758620689653,17.0,15.1,22.5,16.0,18.0,0.050866221836569823,0.04556747509726488,0.0671658445362812,0.04794294789200851,0.055238445958387034,41.0,33.7,44.8,40.0,43.0
1977,5,43263.0,42581.2,43647.2,43096.0,43352.0,174.0,168.4,189.3,172.0,183.0,0.5170108453424453,0.5051222860831814,0.5639065633290168,0.50849963045085,0.5580969807868252,47.0,40.6,59.2,46.0,52.0,47.0,40.6,59.2,46.0,52.0,128.0,126.1,130.9,127.0,130.0,0.0,0.0,0.0,0.0,0.0,9.195402298850574,8.471804511278195,13.018490278307281,8.928571428571429,9.836065573770492,50.27322404371585,48.99516031457956,57.138704318936874,49.42528735632184,51.74418604651163,24.59016393442623,21.065789473684212,24.97126436781609,23.157894736842106,24.71264367816092,2.73224043715847,1.2458471760797343,4.1343012704174225,1.744186046511628,3.4482758620689653,16.0,15.1,22.5,16.0,18.0,0.04754122715792602,0.04531415155847978,0.06668681774566228,0.04754122715792602,0.05489478499542544,43.0,35.8,44.9,43.0,44.0
1978,5,43669.0,42974.7,44048.1,43503.0,43734.0,174.0,170.1,185.9,171.0,185.0,0.5136986301369862,0.5031879924932281,0.5617460559817917,0.5075384385729212,0.5465772446597926,48.0,42.3,63.0,45.0,54.0,48.0,42.3,63.0,45.0,54.0,126.0,121.5,131.6,126.0,128.0,0.0,0.0,0.0,0.0,0.0,10.75268817204301,8.17965023847377,13.197217180883241,8.823529411764707,10.919540229885058,50.53763440860215,48.31314072693383,56.49914000687994,48.64864864864865,51.461988304093566,24.193548387096776,21.91255961844197,25.10284331518451,23.243243243243246,24.71264367816092,2.1505376344086025,1.234262125902993,4.236719478098789,1.7543859649122806,3.4482758620689653,19.0,15.0,22.7,15.0,20.0,0.05609352857817667,0.04436364684255038,0.06691211890336864,0.044782803403493054,0.06058403004967891,43.0,37.6,44.8,43.0,43.0
1979,5,44085.0,43386.3,44431.6,43893.0,44095.0,174.0,167.0,186.9,167.0,186.0,0.5105933446798521,0.48840466487666123,0.5613203089037853,0.4957254808834006,0.5463678289222453,48.0,42.3,64.9,45.0,55.0,48.0,42.3,64.9,45.0,55.0,125.0,120.2,131.4,122.0,126.0,0.0,0.0,0.0,0.0,0.0,10.16042780748663,8.216148348464362,13.544634868194645,9.580838323353294,11.494252873563218,50.80213903743316,47.8772710418984,55.92814371257485,49.46236559139785,52.69461077844312,23.353293413173652,21.65926212091945,24.70127235847317,22.58064516129032,24.598930481283425,2.13903743315508,1.25748502994012,4.215795328142381,1.7964071856287425,3.4482758620689653,19.0,15.1,22.7,16.0,20.0,0.05720134874759152,0.04440519520366049,0.06630684522368821,0.04749465685110425,0.05868889019308644,42.0,36.3,45.7,39.0,43.0
1980,5,44443.0,43733.1,44787.3,44283.0,44529.0,170.0,169.1,186.9,170.0,186.0,0.5007658772239896,0.49273250973982974,0.5578393854123216,0.4935690851551839,0.54354178842782,47.0,42.3,66.9,45.0,57.0,47.0,42.3,66.9,45.0,57.0,125.0,118.4,129.8,122.0,128.0,0.0,0.0,0.0,0.0,0.0,9.62566844919786,8.140417457305503,13.359902540898016,8.823529411764707,11.834319526627219,51.33689839572193,48.66863905325444,57.17647058823529,50.0,52.94117647058824,23.52941176470588,21.84629981024668,24.505901338480527,22.58064516129032,23.668639053254438,2.13903743315508,0.7058823529411765,4.225997327734301,1.7647058823529411,3.5502958579881656,18.0,15.0,22.7,15.0,20.0,0.05384868519460317,0.043869136122306765,0.06592934841454182,0.04418522446094026,0.058300539279988337,40.0,37.3,45.6,40.0,42.0
1981,5,44767.0,44132.3,45189.2,44648.0,44921.0,174.0,168.3,184.8,171.0,183.0,0.5030064754856615,0.48586584390475557,0.543022000742704,0.5005561735261401,0.5374625955085558,49.0,40.9,65.8,49.0,55.0,49.0,40.9,65.8,49.0,55.0,125.0,118.1,130.7,119.0,128.0,0.0,0.0,0.0,0.0,0.0,9.35672514619883,8.226259045931178,13.413382594417078,9.289617486338798,10.919540229885058,51.36612021857923,49.87169928549239,55.94298245614035,51.14942528735632,54.166666666666664,22.807017543859647,22.627413127413128,24.921801394384776,22.702702702702705,22.988505747126435,1.639344262295082,0.6453634085213033,4.179248213730973,1.1904761904761905,2.8735632183908044,17.0,15.1,22.6,16.0,19.0,0.05050204978907968,0.043903809991946846,0.06515709474673965,0.046835665359171004,0.054925994449583716,40.0,38.1,45.6,39.0,42.0
1982,5,45124.0,44462.9,45520.4,44975.0,45299.0,175.0,168.5,186.9,173.0,186.0,0.5036243486361387,0.4830044303301958,0.5503435310446642,0.5028735632183908,0.537075537075537,52.0,43.7,65.2,50.0,58.0,52.0,43.7,65.2,50.0,58.0,123.0,118.2,129.9,120.0,129.0,0.0,0.0,0.0,0.0,0.0,10.404624277456648,8.704502328790754,13.942857142857141,9.62566844919786,10.857142857142858,52.57142857142857,50.13368983957219,54.83863198458574,51.33689839572193,54.166666666666664,23.118279569892472,22.642857142857146,24.932459583938673,22.857142857142858,23.121387283236995,2.13903743315508,0.6392788329204514,4.1566820276497705,1.1904761904761905,2.857142857142857,18.0,16.2,23.5,18.0,19.0,0.05311614730878188,0.04682006370457944,0.0672764949732792,0.05240022124537859,0.05459770114942528,40.0,38.2,46.6,40.0,43.0
1983,5,45475.0,44834.2,45970.6,45403.0,45751.0,176.0,168.4,187.9,172.0,187.0,0.50166747427529,0.47888772484145353,0.5489681782530109,0.4965931400854602,0.5369551484523057,56.0,44.2,61.0,55.0,61.0,56.0,44.2,61.0,55.0,61.0,126.0,112.9,128.8,121.0,127.0,0.0,0.0,0.0,0.0,0.0,9.883720930232558,9.047388781431335,13.87987012987013,9.090909090909092,10.227272727272728,52.659574468085104,50.467914438502675,56.29152823920266,52.27272727272727,55.35714285714286,24.06417112299465,22.728405315614616,24.4644584139265,23.214285714285715,24.431818181818183,2.127659574468085,0.6423034330011075,4.134358288770053,1.1904761904761905,2.840909090909091,17.0,17.0,23.4,17.0,18.0,0.04976143781283845,0.04884088197675213,0.06644903448251654,0.04908188012472572,0.051306900778154654,43.0,39.0,45.9,39.0,45.0
1984,5,45889.0,45292.5,46350.3,45846.0,46155.0,176.0,169.2,186.7,171.0,184.0,0.4980051498259812,0.47744649745591783,0.5406874395965341,0.4893543956043956,0.5249343832020997,57.0,44.4,61.9,57.0,61.0,57.0,44.4,61.9,57.0,61.0,122.0,112.7,127.8,119.0,126.0,0.0,0.0,0.0,0.0,0.0,9.35672514619883,8.735177865612648,13.860610543302851,9.090909090909092,10.795454545454545,54.01069518716578,51.69466403162055,56.61476175646216,52.27272727272727,55.62130177514793,23.52941176470588,23.108412055780477,24.891304347826086,23.391812865497073,23.91304347826087,2.13903743315508,0.7038305823730925,4.197134387351778,1.7751479289940828,2.840909090909091,17.0,16.0,23.5,16.0,19.0,0.049312525381446884,0.04566057587283195,0.0662298333162864,0.045787545787545784,0.053761919583486605,44.0,39.1,44.0,40.0,44.0
1985,5,46362.0,45638.6,46845.0,46292.0,46575.0,178.0,168.4,187.2,172.0,180.0,0.505409012180925,0.4708523798000386,0.5398632156144777,0.48388004276149216,0.5098716822932895,58.0,45.3,59.9,57.0,59.0,58.0,45.3,59.9,57.0,59.0,120.0,109.6,133.6,115.0,130.0,0.0,0.0,0.0,0.0,0.0,10.638297872340425,8.898876404494382,13.961794019933553,8.98876404494382,11.046511627906977,54.78723404255319,52.79069767441861,57.73341359015516,52.90697674418605,56.547619047619044,23.88888888888889,23.23328267477204,24.915730337078653,23.404255319148938,24.15730337078652,2.127659574468085,0.6841894060995185,4.290697674418604,1.7857142857142856,2.9069767441860463,19.0,16.0,23.6,16.0,20.0,0.05345186518876949,0.04533273694014563,0.0661307303293095,0.045430023566824726,0.057786766830395846,43.0,39.4,43.9,43.0,43.0
1986,5,46768.0,46011.0,47315.1,46713.0,47001.0,178.0,170.6,186.2,176.0,179.0,0.5015779981965734,0.4761099853033861,0.5332948345596694,0.48795364440378164,0.5034028910512401,57.0,43.5,59.9,57.0,59.0,57.0,43.5,59.9,57.0,59.0,120.0,113.3,135.4,116.0,130.0,0.0,0.0,0.0,0.0,0.0,10.695187165775401,9.0396083108405,13.901737967914439,9.497206703910614,11.176470588235295,56.68449197860963,52.61551100887282,58.37972420837589,53.529411764705884,57.95454545454546,24.022346368715084,22.543449197860962,25.23661599471249,23.295454545454543,24.719101123595504,2.13903743315508,0.6760725229826354,4.3164640157739065,1.7045454545454544,2.941176470588235,19.0,16.1,24.5,17.0,20.0,0.05306521435553693,0.045358017794978125,0.06811964777946646,0.047809213116598234,0.0573921028466483,43.0,41.1,43.9,42.0,43.0
1987,5,47176.0,46363.6,47714.8,47170.0,47398.0,180.0,170.4,190.0,174.0,181.0,0.4980874542502545,0.4733577995220795,0.5406402286272792,0.4866452244441337,0.5019800323498244,57.0,47.1,60.7,57.0,58.0,57.0,47.1,60.7,57.0,58.0,122.0,113.7,133.4,120.0,128.0,0.0,0.0,0.0,0.0,0.0,11.518324607329843,9.22030651340996,14.104647383815404,9.444444444444445,11.76470588235294,57.4585635359116,53.352941176470594,58.570139014262494,53.529411764705884,58.1151832460733,24.444444444444443,22.111017905180645,26.2947937795808,23.204419889502763,24.71264367816092,2.209944751381215,0.7266654630799783,4.294117647058823,2.094240837696335,2.941176470588235,20.0,16.1,25.6,17.0,22.0,0.05551546105590407,0.045015010067952506,0.07067037418564344,0.047409225277483404,0.06276747503566334,43.0,42.0,44.9,42.0,44.0
1988,5,47268.0,46429.6,47796.6,47254.0,47550.0,181.0,171.3,188.7,174.0,186.0,0.5025404670016936,0.47350907673432924,0.5335702730338535,0.48370955187367953,0.5092123634571687,58.0,48.6,61.6,54.0,58.0,58.0,48.6,61.6,54.0,58.0,124.0,114.0,134.1,123.0,126.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,9.430050168286023,14.717977740049047,9.770114942528735,11.695906432748536,57.52688172043011,54.22635779134761,59.25287356321839,54.97076023391813,59.195402298850574,24.30939226519337,22.311827956989248,26.15547489413188,23.118279569892472,24.71264367816092,2.1505376344086025,0.7288815909505564,4.2702982133049,2.1164021164021163,2.923976608187134,20.0,17.0,27.3,17.0,21.0,0.05524861878453039,0.04720583794892487,0.07494869222837953,0.04725897920604915,0.05958630082569588,43.0,42.1,44.9,43.0,44.0
1989,5,47720.0,46799.1,48248.9,47664.0,47960.0,183.0,170.7,194.4,177.0,189.0,0.504688361831219,0.467671138299944,0.5464556802154542,0.4874555919693757,0.5136427872594846,57.0,46.0,62.5,55.0,58.0,57.0,46.0,62.5,55.0,58.0,126.0,113.4,139.2,126.0,132.0,0.0,0.0,0.0,0.0,0.0,11.282051282051283,9.925905344077059,15.044817927170868,10.734463276836157,12.352941176470589,57.67195767195767,53.29315332690454,60.79878313776619,55.88235294117647,58.75706214689266,25.136612021857925,21.25111925111925,25.978065802592223,23.28042328042328,25.882352941176475,2.1164021164021163,0.7136027813993916,4.22854387656702,2.051282051282051,2.941176470588235,21.0,18.1,28.3,19.0,22.0,0.05749958928864794,0.04990990454269979,0.07713789698128609,0.05232574151083694,0.06206273978785827,44.0,41.3,46.0,44.0,46.0
