year,n_runs,total_population_median,total_population_ci_low,total_population_ci_high,total_population_q25,total_population_q75,total_affected_median,total_affected_ci_low,total_affected_ci_high,total_affected_q25,total_affected_q75,prevalence_total_pct_median,prevalence_total_pct_ci_low,prevalence_total_pct_ci_high,prevalence_total_pct_q25,prevalence_total_pct_q75,on_colchicine_median,on_colchicine_ci_low,on_colchicine_ci_high,on_colchicine_q25,on_colchicine_q75,diagnosed_median,diagnosed_ci_low,diagnosed_ci_high,diagnosed_q25,diagnosed_q75,undiagnosed_symptomatic_median,undiagnosed_symptomatic_ci_low,undiagnosed_symptomatic_ci_high,undiagnosed_symptomatic_q25,undiagnosed_symptomatic_q75,prevented_births_total_median,prevented_births_total_ci_low,prevented_births_total_ci_high,prevented_births_total_q25,prevented_births_total_q75,m694v_homo_in_affected_pct_median,m694v_homo_in_affected_pct_ci_low,m694v_homo_in_affected_pct_ci_high,m694v_homo_in_affected_pct_q25,m694v_homo_in_affected_pct_q75,compound_in_affected_pct_median,compound_in_affected_pct_ci_low,compound_in_affected_pct_ci_high,compound_in_affected_pct_q25,compound_in_affected_pct_q75,hetero_in_affected_pct_median,hetero_in_affected_pct_ci_low,hetero_in_affected_pct_ci_high,hetero_in_affected_pct_q25,hetero_in_affected_pct_q75,other_homo_in_affected_pct_median,other_homo_in_affected_pct_ci_low,other_homo_in_affected_pct_ci_high,other_homo_in_affected_pct_q25,other_homo_in_affected_pct_q75,m694v_homo_absolute_median,m694v_homo_absolute_ci_low,m694v_homo_absolute_ci_high,m694v_homo_absolute_q25,m694v_homo_absolute_q75,m694v_homo_prevalence_pct_median,m694v_homo_prevalence_pct_ci_low,m694v_homo_prevalence_pct_ci_high,m694v_homo_prevalence_pct_q25,m694v_homo_prevalence_pct_q75,total_carriers_absolute_median,total_carriers_absolute_ci_low,total_carriers_absolute_ci_high,total_carriers_absolute_q25,total_carriers_absolute_q75
1990,5,48112.0,47204.5,48633.6,48100.0,48396.0,182.0,170.1,194.7,180.0,192.0,0.4987257830268818,0.4629602969732611,0.5444803931480501,0.4928536224741252,0.5187646915781795,64.0,52.9,73.1,61.0,65.0,64.0,52.9,73.1,61.0,65.0,118.0,106.2,133.4,117.0,128.0,0.0,0.0,0.0,0.0,0.0,11.666666666666666,9.534798534798535,14.95469674556213,11.282051282051283,13.609467455621301,56.770833333333336,53.96449704142012,61.38461538461539,55.02958579881657,60.0,25.82417582417583,21.37099358974359,26.103550295857993,24.479166666666664,26.035502958579883,2.083333333333333,0.7051282051282052,3.757396449704142,2.051282051282051,2.9585798816568047,22.0,17.4,28.4,21.0,23.0,0.061750919246638794,0.04767580772178399,0.07677501477402844,0.05749958928864794,0.0625543951261967,47.0,41.3,47.0,44.0,47.0
1991,5,48474.0,47512.9,48971.8,48466.0,48799.0,182.0,167.6,195.9,182.0,195.0,0.49599389545974815,0.4540505547611312,0.5437825015936877,0.49556172738659265,0.5268109125117592,68.0,59.7,84.2,66.0,68.0,68.0,59.7,84.2,66.0,68.0,114.0,99.2,128.4,110.0,123.0,0.0,0.0,0.0,0.0,0.0,11.794871794871794,9.56043956043956,15.559995082370298,11.538461538461538,13.253012048192772,56.62650602409639,54.517268445839875,61.37362637362637,55.61224489795919,59.89010989010989,25.903614457831324,21.884615384615387,26.373626373626376,25.0,26.373626373626376,2.051282051282051,1.1930926216640503,3.2682377863100758,2.0408163265306123,3.0120481927710845,22.0,17.4,30.2,21.0,23.0,0.05956409909300123,0.0473828659861557,0.08142600756877166,0.05723006486074017,0.06436086859189612,48.0,42.1,48.9,43.0,48.0
1992,5,48794.0,47854.6,49318.3,48760.0,49105.0,185.0,168.7,197.6,184.0,194.0,0.5026490965901371,0.4553465948054979,0.5389249717535874,0.4985369025685488,0.5299360329737977,74.0,67.3,89.8,70.0,79.0,74.0,67.3,89.8,70.0,79.0,110.0,89.9,123.4,107.0,118.0,0.0,0.0,0.0,0.0,0.0,11.351351351351353,9.449238009861048,15.40827436037017,11.34020618556701,13.17365269461078,57.48502994011976,54.51910408432147,62.24212872666481,56.060606060606055,61.08108108108108,25.757575757575758,22.059386381875427,26.561985898942424,25.748502994011975,25.945945945945947,2.0618556701030926,1.174993174993175,3.7233142410830515,2.0202020202020203,2.9940119760479043,22.0,17.4,30.099999999999998,21.0,22.0,0.05935358549614202,0.04716017372628397,0.08079565121333909,0.0570574650183399,0.061228465670312544,48.0,42.1,50.8,43.0,49.0
1993,5,49025.0,48108.8,49515.2,48980.0,49346.0,187.0,170.6,194.6,185.0,191.0,0.5059934518494467,0.4593302806532793,0.5296670173013979,0.5019535489472542,0.521139558501256,81.0,76.5,95.6,81.0,83.0,81.0,76.5,95.6,81.0,83.0,106.0,87.2,109.9,98.0,109.0,0.0,0.0,0.0,0.0,0.0,11.351351351351353,9.22893860066635,15.266272189349113,10.471204188481675,14.201183431952662,57.43589743589743,55.79312090624308,63.17786896844488,57.396449704142015,61.62162162162163,25.405405405405407,22.774600617532553,26.608549821219505,25.128205128205128,25.443786982248522,2.094240837696335,1.178101178101178,3.6648419453849317,2.051282051282051,2.9585798816568047,21.0,17.3,29.4,20.0,24.0,0.05697851096158021,0.046955637150328355,0.07861356294449036,0.055561729081008995,0.06455777921239508,47.0,43.0,49.9,43.0,49.0
1994,5,49253.0,48294.1,49707.8,49150.0,49490.0,183.0,167.7,194.8,183.0,193.0,0.4964731416169289,0.4512851761896041,0.5342359793913755,0.49391379449947365,0.5207081631018184,91.0,87.1,113.5,88.0,91.0,91.0,87.1,113.5,88.0,91.0,92.0,75.4,104.1,79.0,96.0,0.0,0.0,0.0,0.0,0.0,11.475409836065573,8.465132081882272,15.041396354649367,10.880829015544041,14.871794871794872,57.831325301204814,56.96847414880202,63.120699906565875,57.377049180327866,62.295081967213115,24.59016393442623,22.927773269242774,26.713745271122324,24.096385542168676,26.153846153846157,2.072538860103627,1.1887347625052544,3.7438277700967806,2.051282051282051,3.0120481927710845,21.0,15.6,28.6,21.0,25.0,0.05829285218598196,0.04213349630130298,0.07641991537500523,0.05697232772653283,0.06725130467531071,45.0,40.4,50.8,44.0,49.0
1995,5,49418.0,48409.3,49921.2,49321.0,49716.0,183.0,165.5,192.2,179.0,185.0,0.4951834614135729,0.44600576353509863,0.5163984454135742,0.48633374993207634,0.51487573404581,102.0,89.6,118.3,95.0,103.0,102.0,89.6,118.3,95.0,103.0,76.0,63.1,93.6,73.0,90.0,0.0,0.0,0.0,0.0,0.0,11.1731843575419,8.949933540097476,14.864779476810313,10.81081081081081,13.414634146341465,58.536585365853654,56.898836320394125,64.09300921032765,57.51295336787565,62.01117318435754,25.38860103626943,22.445945945945947,27.15999633666087,25.0,25.69832402234637,2.1621621621621623,1.2128404781891335,4.239304278288685,2.072538860103627,3.048780487804878,20.0,16.4,28.3,20.0,22.0,0.055662241518465945,0.044399152627370195,0.07577996871260306,0.054338966472857686,0.059228946801636866,46.0,41.0,49.9,41.0,49.0
1996,5,49556.0,48582.3,50076.8,49431.0,49814.0,177.0,166.1,191.6,176.0,188.0,0.47996095232930197,0.44890701995374116,0.5241616564989333,0.4798909338786639,0.5154915964130377,110.0,93.7,124.7,109.0,113.0,110.0,93.7,124.7,109.0,113.0,66.0,55.8,84.4,63.0,79.0,0.0,0.0,0.0,0.0,0.0,11.931818181818182,9.252614496934727,14.579545454545455,11.170212765957446,14.545454545454545,58.333333333333336,57.03543913713405,64.71107350096712,57.6271186440678,63.06818181818182,25.0,22.014023210831724,27.460708782742678,23.863636363636363,25.454545454545453,2.127659574468085,1.2310606060606062,3.8623523369286086,2.083333333333333,3.0303030303030303,21.0,16.5,27.6,21.0,24.0,0.05865757939722354,0.04477364206812026,0.07413775367067987,0.05725971370143149,0.06479481641468683,42.0,41.1,48.9,42.0,48.0
1997,5,49667.0,48630.5,50217.2,49481.0,49949.0,175.0,171.1,190.3,172.0,184.0,0.4768392370572207,0.46360885074938046,0.5319814242303533,0.47054961289087077,0.4957697903755995,120.0,105.0,121.0,114.0,121.0,120.0,105.0,121.0,114.0,121.0,63.0,51.6,71.0,57.0,71.0,0.0,0.0,0.0,0.0,0.0,13.089005235602095,8.47906976744186,15.09916094584287,12.790697674418606,14.035087719298245,57.714285714285715,55.994469870328,64.59211006940217,56.14035087719298,61.627906976744185,26.31578947368421,20.347619627419945,28.8916149068323,24.418604651162788,26.6304347826087,2.1739130434782608,1.2559357116766103,3.950877192982456,2.094240837696335,3.508771929824561,24.0,14.8,27.7,22.0,25.0,0.06495967087100092,0.04035108290742173,0.07491467752740903,0.06018657839301836,0.07015771454229107,45.0,38.4,50.8,42.0,49.0
1998,5,49744.0,48687.2,50283.5,49526.0,50027.0,177.0,169.4,189.0,173.0,189.0,0.4840032813781789,0.4656335210707674,0.5305849231582302,0.46982782032480586,0.511598949733373,120.0,111.8,134.0,119.0,125.0,120.0,111.8,134.0,119.0,125.0,54.0,49.5,65.8,54.0,64.0,0.0,0.0,0.0,0.0,0.0,12.42603550295858,8.335575284727827,14.720616570327552,12.16931216931217,13.872832369942195,59.32203389830508,56.07089335413035,64.24908424908425,56.08465608465608,61.53846153846154,26.455026455026452,21.532826148210763,28.591162927402763,24.85207100591716,26.589595375722542,2.6455026455026456,1.2767289690366614,3.9061428431468603,2.1164021164021163,3.4682080924855487,23.0,14.7,27.6,21.0,24.0,0.06482525366403608,0.04023465859624599,0.07473103589188443,0.05780187718477333,0.06517842594101353,46.0,40.2,50.9,42.0,50.0
1999,5,49690.0,48669.7,50285.6,49477.0,50003.0,179.0,169.2,189.7,171.0,187.0,0.49274644204035567,0.4635102613994809,0.5289185787950837,0.47424910558282724,0.5166131926695308,125.0,121.1,138.3,122.0,132.0,125.0,121.1,138.3,122.0,132.0,51.0,46.2,56.8,48.0,55.0,0.0,0.0,0.0,0.0,0.0,12.280701754385964,8.108624861828936,15.038617253192152,10.695187165775401,13.017751479289942,59.64912280701754,55.35814388041109,64.75009709317959,56.213017751479285,60.33519553072626,26.900584795321635,22.84548269068393,27.358764999504146,26.31578947368421,27.218934911242602,3.1578947368421053,1.2130593864339994,4.3773759545139,1.6042780748663104,3.5502958579881656,21.0,14.6,28.3,20.0,22.0,0.05824111822947001,0.0403564514342574,0.07698466711799891,0.05671506352087115,0.06018328546026536,46.0,42.4,49.9,46.0,49.0
2000,5,49583.0,48568.8,50228.8,49368.0,49921.0,178.0,170.2,195.0,172.0,186.0,0.49406017541911845,0.46990527608143523,0.536634431467721,0.48138818919675347,0.5321431636769376,129.0,128.1,143.7,129.0,132.0,129.0,128.1,143.7,129.0,132.0,49.0,40.2,56.4,42.0,51.0,0.0,0.0,0.0,0.0,0.0,12.790697674418606,8.100157061737344,14.210084033613445,10.21505376344086,13.529411764705882,59.883720930232556,56.008403361344534,63.760420442189194,57.14285714285714,61.79775280898876,26.02040816326531,24.358463211308447,26.43980848153215,25.842696629213485,26.16279069767442,2.5510204081632653,1.2078019504876218,4.4567085261070725,1.6129032258064515,4.117647058823529,22.0,14.5,27.5,19.0,23.0,0.061572907920514966,0.04040866996096974,0.07540029651784175,0.05435871026807427,0.06340280074980703,45.0,45.0,50.5,45.0,46.0
2001,5,49477.0,48452.9,50098.7,49190.0,49853.0,178.0,169.6,200.3,175.0,185.0,0.4983342198829755,0.4790763347423902,0.5559342831841231,0.48539649959781433,0.5334948236583326,139.0,135.2,152.7,137.0,141.0,139.0,135.2,152.7,137.0,141.0,43.0,30.8,47.6,38.0,44.0,0.0,0.0,0.0,0.0,0.0,12.571428571428573,8.15973276647434,13.331478118226025,10.81081081081081,13.017751479289942,59.171597633136095,56.75586987270155,62.9301548739751,58.415841584158414,60.1123595505618,26.285714285714285,24.466149317634468,27.94362076989562,25.742574257425744,26.627218934911244,2.4752475247524752,1.2272509195586119,4.507544141252006,1.6216216216216217,3.932584269662921,22.0,14.6,26.5,20.0,22.0,0.061021274235153806,0.0410428552617547,0.07340453141946292,0.05767511607117109,0.06227355072463767,46.0,45.0,51.8,45.0,50.0
2002,5,49321.0,48356.5,49930.5,49018.0,49683.0,181.0,164.3,199.7,176.0,188.0,0.5126171797558696,0.4699893379246932,0.5607875487796455,0.4939241714141385,0.5475940813235466,143.0,137.4,156.9,141.0,147.0,143.0,137.4,156.9,141.0,147.0,40.0,26.7,42.8,33.0,41.0,0.0,0.0,0.0,0.0,0.0,13.068181818181818,9.179205360291524,13.490522845893233,12.23404255319149,13.432835820895523,58.011049723756905,57.418871551334234,62.501631640777966,57.711442786069654,60.122699386503065,25.766871165644172,23.620647969052225,28.990407080619,25.568181818181817,26.368159203980102,2.4875621890547266,0.71172170734891,3.966285786037167,1.5957446808510638,3.867403314917127,23.0,16.6,26.6,22.0,23.0,0.06454690876434765,0.04709032353570753,0.07467321863346893,0.06307520284411824,0.0669928929278807,45.0,42.2,53.0,44.0,53.0
2003,5,49191.0,48192.1,49797.2,48913.0,49574.0,179.0,164.3,197.6,176.0,185.0,0.5076142131979695,0.4751867700976574,0.5604858036828645,0.5036341784467464,0.5446783453555131,152.0,139.4,159.4,143.0,154.0,152.0,139.4,159.4,143.0,154.0,31.0,24.3,38.4,27.0,33.0,0.0,0.0,0.0,0.0,0.0,12.849162011173185,8.913697788697787,13.560748527915653,12.432432432432433,13.496932515337424,58.79396984924623,57.02355256475368,62.019565577847786,57.38636363636363,60.73619631901841,25.125628140703515,24.345879621953245,29.21660741493144,24.539877300613497,26.256983240223462,2.512562814070352,1.0956723594760405,4.481970543423058,1.2269938650306749,3.910614525139665,23.0,15.7,26.6,22.0,23.0,0.06522417264554915,0.04500193308457326,0.07542738108271213,0.06370902351442141,0.06771676726041513,47.0,40.5,51.8,45.0,50.0
2004,5,49061.0,48064.8,49722.6,48819.0,49548.0,174.0,162.9,203.3,171.0,188.0,0.49809635588125845,0.47598006727939973,0.5830266750732983,0.494148244473342,0.5594405594405595,153.0,137.9,170.2,146.0,154.0,153.0,137.9,170.2,146.0,154.0,25.0,21.4,33.9,25.0,33.0,0.0,0.0,0.0,0.0,0.0,12.682926829268293,9.1016333938294,13.498817966903074,12.068965517241379,12.76595744680851,59.512195121951216,57.63057067957249,61.10257420541108,59.06432748538012,60.49382716049383,25.365853658536587,24.72222222222222,27.90683605565638,25.0,26.436781609195403,2.4390243902439024,1.0809035986340951,4.086509376890502,1.2345679012345678,4.022988505747127,22.0,15.6,25.8,21.0,24.0,0.06436512580456408,0.04502321125444782,0.07399129728978963,0.06011507743394498,0.0714179437583693,47.0,40.6,51.6,46.0,48.0
2005,5,48949.0,47950.2,49567.4,48654.0,49463.0,172.0,161.2,205.1,172.0,188.0,0.5020138929426187,0.47523249563197245,0.5950213807696352,0.49688005546568065,0.5648868723896517,148.0,139.8,173.8,147.0,154.0,148.0,139.8,173.8,147.0,154.0,25.0,21.3,33.7,24.0,31.0,0.0,0.0,0.0,0.0,0.0,13.043478260869565,9.069767441860465,14.267287234042552,12.209302325581394,13.297872340425531,59.42028985507246,55.52325581395348,61.59441489361702,58.139534883720934,60.62499999999999,25.60386473429952,23.768617021276597,29.011627906976745,23.93617021276596,28.488372093023255,1.932367149758454,1.0824468085106382,4.069767441860465,1.25,4.069767441860465,23.0,15.6,26.8,21.0,25.0,0.06796891161086321,0.04546881204187954,0.07775518832416811,0.06066558816732147,0.07511793515819837,49.0,38.7,52.7,45.0,50.0
2006,5,48777.0,47767.8,49420.3,48513.0,49270.0,173.0,156.2,204.7,167.0,184.0,0.5060107051975782,0.4666125065481741,0.6003087826185854,0.4927271117929956,0.558744040569676,148.0,139.6,180.7,145.0,160.0,148.0,139.6,180.7,145.0,160.0,24.0,16.6,24.9,22.0,24.0,0.0,0.0,0.0,0.0,0.0,13.586956521739129,9.339870982672338,14.742121946671638,12.560386473429952,13.872832369942195,58.93719806763285,53.549894430791596,61.33625525946704,56.886227544910184,60.64516129032258,26.570048309178745,23.348877980364655,29.83628119483576,24.456521739130434,28.901734104046245,1.932367149758454,0.6181626928471248,4.177079367277006,1.2903225806451613,4.046242774566474,24.0,15.8,25.9,23.0,25.0,0.07019801690602241,0.046712104766181345,0.0759746930275569,0.06880871178124813,0.07591630986001033,50.0,36.9,54.5,45.0,50.0
2007,5,48606.0,47609.4,49326.0,48405.0,49137.0,169.0,154.1,200.7,164.0,180.0,0.49873103936729035,0.46430287917254964,0.5937497804735263,0.48968379564659165,0.5536757920639803,146.0,139.7,181.4,146.0,158.0,146.0,139.7,181.4,146.0,158.0,19.0,14.4,22.9,18.0,22.0,0.0,0.0,0.0,0.0,0.0,13.017751479289942,10.06127598221795,14.274509803921568,12.807881773399016,13.333333333333334,58.128078817733986,55.19735892625199,61.01307189542484,56.70731707317073,60.130718954248366,27.093596059113302,24.264705882352942,30.2200894790013,25.0,27.810650887573964,1.9704433497536946,0.630718954248366,4.032688699668062,1.3071895424836601,3.048780487804878,22.0,16.6,25.8,22.0,24.0,0.06635700066357,0.04948898268470427,0.07633769972150334,0.06492356725491354,0.07382343894186404,47.0,37.8,54.5,45.0,50.0
2008,5,48503.0,47476.5,49184.3,48264.0,48962.0,163.0,151.2,196.0,162.0,178.0,0.4887615024890632,0.46065229667053403,0.586036012113025,0.48576963194754874,0.5531557848286149,152.0,138.2,179.1,149.0,162.0,152.0,138.2,179.1,149.0,162.0,14.0,10.3,16.9,13.0,16.0,0.0,0.0,0.0,0.0,0.0,12.359550561797752,10.1010101010101,13.88834355828221,12.121212121212121,12.883435582822086,57.99999999999999,54.75838824509581,60.97094540914766,56.17283950617284,58.58585858585859,27.27272727272727,25.858426966292136,30.044308111792773,26.0,28.22085889570552,2.0202020202020203,0.70561797752809,4.235401045216996,2.0,3.7037037037037033,21.0,16.5,23.8,21.0,22.0,0.06410060742956564,0.04970384864920417,0.07116650642206909,0.06258381761287439,0.06836756891140185,46.0,39.7,53.5,46.0,49.0
2009,5,48441.0,47361.6,49122.0,48213.0,48807.0,163.0,143.1,195.3,162.0,180.0,0.4959683553932755,0.43972935602138735,0.5885568111230107,0.4877461311495153,0.5647590361445783,154.0,132.9,178.6,150.0,166.0,154.0,132.9,178.6,150.0,166.0,12.0,9.1,16.7,10.0,14.0,0.0,0.0,0.0,0.0,0.0,12.269938650306749,11.27298364354202,15.338849487785659,12.222222222222221,12.962962962962962,58.156028368794324,54.96591683708248,61.837563451776646,55.21472392638037,58.37563451776649,27.77777777777778,24.202127659574465,29.345707078571206,25.0,28.426395939086298,2.127659574468085,0.7030456852791879,4.195637355146557,2.030456852791878,3.067484662576687,22.0,20.1,22.0,21.0,22.0,0.06602244763219495,0.061092146671940864,0.06890127517680321,0.06322635033419642,0.06777781200899596,45.0,35.1,55.2,45.0,48.0
2010,5,48332.0,47262.4,48983.0,48121.0,48695.0,167.0,143.2,188.4,163.0,174.0,0.513577513300735,0.4437638041415437,0.5735070060300683,0.49578732852754204,0.5504238896621536,163.0,136.2,177.6,156.0,165.0,163.0,136.2,177.6,156.0,165.0,7.0,4.3,10.8,7.0,9.0,0.0,0.0,0.8999999999999999,0.0,0.0,12.574850299401197,11.096793708408953,15.969194622111997,11.494252873563218,12.883435582822086,57.89473684210527,54.03805885162191,62.194913181707015,54.49101796407185,58.156028368794324,28.834355828220858,23.59256541941795,29.8408446265364,25.287356321839084,28.947368421052634,2.127659574468085,0.7277676950998184,4.164431872451416,2.1052631578947367,2.9940119760479043,21.0,20.1,22.8,21.0,21.0,0.06387444109864039,0.06330751171120659,0.07075785282662708,0.06367109332363106,0.06458160346895471,47.0,34.1,54.5,44.0,50.0
2011,5,48266.0,47127.9,48848.6,48009.0,48593.0,168.0,138.5,180.0,161.0,171.0,0.5202688055495339,0.43329015077943145,0.5535680320058002,0.4938650306748466,0.546552881388436,159.0,133.5,172.3,156.0,166.0,159.0,133.5,172.3,156.0,166.0,5.0,5.0,8.9,5.0,8.0,1.0,0.0,1.9,0.0,1.0,11.904761904761903,11.114342024490323,15.139294848374131,11.695906432748536,12.422360248447205,57.4585635359116,54.10973084886129,61.21904024767802,54.761904761904766,59.55882352941176,29.2817679558011,23.08780529755762,30.838509316770185,25.730994152046783,29.81366459627329,2.209944751381215,1.2732198142414861,3.592132505175983,2.2058823529411766,2.380952380952381,20.0,20.0,20.9,20.0,20.0,0.0619367625654207,0.06126344931045245,0.06567167108149534,0.06134969325153375,0.06392431361268258,48.0,32.3,52.9,44.0,52.0
2012,5,48245.0,46998.8,48736.0,47924.0,48493.0,166.0,138.5,179.1,161.0,171.0,0.5173434724343191,0.43646820632626504,0.5547980387197823,0.4984828781967924,0.5501399478814786,159.0,133.4,174.1,155.0,166.0,159.0,133.4,174.1,155.0,166.0,5.0,5.0,6.9,5.0,6.0,2.0,2.0,3.0,2.0,3.0,12.048192771084338,11.169590643274853,13.815765436609427,11.695906432748536,12.422360248447205,58.333333333333336,53.556461872334054,61.29256965944273,54.81927710843374,60.29411764705882,28.333333333333332,23.08780529755762,30.694080670508118,25.730994152046783,30.434782608695656,2.4096385542168677,1.2748538011695907,3.648154914139569,2.2222222222222223,2.941176470588235,20.0,19.1,20.0,20.0,20.0,0.06192333890643383,0.06018325023205682,0.06414252208280122,0.0617017338187203,0.06233053884750834,49.0,32.3,51.0,44.0,51.0
2013,5,48077.0,46924.4,48707.8,47837.0,48400.0,167.0,139.0,178.0,157.0,169.0,0.5251076942426814,0.44089013379685466,0.5549204537580918,0.4900124843945069,0.5476522246346285,162.0,135.9,175.7,153.0,164.0,162.0,135.9,175.7,153.0,164.0,4.0,2.1,5.0,3.0,5.0,5.0,3.1,6.0,4.0,6.0,13.138686131386862,9.79008958381541,13.355581829970632,12.42603550295858,13.17365269461078,60.33519553072626,53.441778862656854,61.934090614607186,54.77707006369427,60.946745562130175,27.932960893854748,22.19323629767201,31.429116289713566,24.85207100591716,28.662420382165603,2.2346368715083798,1.7772738546575488,3.158212841136269,1.7964071856287425,2.9197080291970803,21.0,17.1,21.9,18.0,21.0,0.0655430711610487,0.05322178178212868,0.06906342350757273,0.057210056256555314,0.06805145986584141,45.0,31.2,52.7,42.0,50.0
2014,5,48094.0,46911.7,48681.3,47764.0,48279.0,166.0,134.4,173.2,156.0,166.0,0.524188455222938,0.42915764380143406,0.5423116882351131,0.48961144937543155,0.540505339932274,161.0,132.0,171.0,150.0,162.0,161.0,132.0,171.0,150.0,162.0,4.0,2.0,5.9,2.0,5.0,5.0,4.0,6.0,4.0,6.0,12.650602409638553,10.52246603970742,12.803521779425393,12.121212121212121,12.650602409638553,59.195402298850574,54.372103799814646,61.9934282584885,55.769230769230774,60.8433734939759,28.160919540229884,22.924424972617743,31.013283904850173,24.69879518072289,28.205128205128204,2.2988505747126435,1.8072289156626504,3.1876456876456873,1.8072289156626504,3.0303030303030303,20.0,16.2,21.0,18.0,21.0,0.06277069863787584,0.05169662127990814,0.0681707631366756,0.056121971751940884,0.0663129973474801,44.0,31.1,51.7,41.0,49.0
2015,5,48058.0,46802.3,48535.3,47615.0,48160.0,160.0,132.5,170.3,155.0,164.0,0.5089220395050733,0.4259084205397104,0.5370338820594108,0.4901185770750988,0.5369479095046328,154.0,128.5,169.2,151.0,162.0,154.0,128.5,169.2,151.0,162.0,4.0,1.1,5.8,2.0,4.0,7.0,4.2,8.9,6.0,8.0,12.258064516129032,10.598684210526315,13.04971857410882,11.25,12.804878048780488,57.89473684210527,56.36693548387097,62.113508442776734,57.41935483870968,60.36585365853659,27.741935483870968,21.884615384615387,30.54495614035088,25.0,29.82456140350877,1.875,1.7618741976893453,3.0272952853598016,1.8292682926829267,2.5806451612903225,18.0,17.1,20.8,18.0,19.0,0.05725372944432075,0.05493956238603388,0.06788787763612993,0.05653088784899971,0.06007905138339921,43.0,29.3,50.8,41.0,49.0
2016,5,47909.0,46666.1,48366.8,47495.0,48032.0,158.0,129.7,163.9,154.0,163.0,0.5066700872242176,0.41983527393744874,0.5355217432536203,0.49116540154366267,0.5187411039063735,155.0,127.5,160.7,150.0,158.0,155.0,127.5,160.7,150.0,158.0,3.0,2.1,4.9,3.0,4.0,8.0,5.2,9.9,7.0,9.0,12.337662337662337,11.01728928681692,13.485821940969036,11.39240506329114,13.385826771653544,57.7922077922078,56.36693423896264,61.93517221390271,56.70731707317073,59.50920245398773,27.27272727272727,21.64919569102942,31.025779561593083,25.153374233128833,30.37974683544304,1.89873417721519,1.2816100553643572,3.094385929031598,1.8404907975460123,2.5974025974025974,18.0,17.1,21.7,18.0,19.0,0.057721908671113396,0.055317267435194495,0.07133742749573176,0.05693499920923612,0.060598328761880454,42.0,28.4,50.7,41.0,48.0
2017,5,47776.0,46553.0,48246.9,47363.0,48012.0,154.0,127.5,161.6,150.0,158.0,0.49696656770362724,0.4155938649075233,0.5225232742336186,0.47970833733090285,0.5167793798647442,149.0,123.6,159.3,147.0,153.0,149.0,123.6,159.3,147.0,153.0,4.0,2.1,5.0,3.0,5.0,10.0,5.4,12.0,9.0,12.0,12.666666666666668,11.046176046176047,13.811645569620254,11.11111111111111,12.8,57.333333333333336,56.26984126984127,62.70278481012659,57.14285714285714,58.22784810126582,27.333333333333332,21.31493670886076,31.385281385281385,25.949367088607595,30.519480519480517,1.89873417721519,1.2409812409812409,3.146666666666667,1.2987012987012987,2.666666666666667,18.0,16.1,21.7,17.0,19.0,0.057419931096082684,0.052541742568873964,0.07163704862794569,0.05485994578546534,0.06076305606191435,41.0,27.5,50.6,41.0,47.0
2018,5,47694.0,46523.1,48155.8,47325.0,47893.0,152.0,129.9,163.3,147.0,157.0,0.49395554400103986,0.42568077416358663,0.5264204534675919,0.47330800437890397,0.5229498367863566,150.0,126.6,160.2,141.0,153.0,150.0,126.6,160.2,141.0,153.0,3.0,2.1,5.8,3.0,4.0,11.0,5.4,12.0,9.0,12.0,12.925170068027212,10.571245186136071,14.057523885350319,10.975609756097562,14.012738853503185,57.14285714285714,56.59178433889602,61.406747611464965,56.70731707317073,58.59872611464968,27.2108843537415,21.595839968152866,32.12291399229782,26.11464968152866,31.097560975609756,1.2738853503184715,0.7140564826700898,3.084608843537415,1.2195121951219512,2.7210884353741496,18.0,16.2,21.7,18.0,19.0,0.05911718339464005,0.05257780630330146,0.07206922191847986,0.057820179242555655,0.06117586451155902,41.0,28.3,50.8,40.0,49.0
2019,5,47542.0,46438.5,48036.4,47208.0,47842.0,151.0,128.9,163.6,146.0,151.0,0.49380293665587494,0.4248761334238931,0.53159493681577,0.4731196733529926,0.5063885442167746,147.0,123.9,162.5,141.0,149.0,147.0,123.9,162.5,141.0,149.0,4.0,1.1,5.0,2.0,5.0,11.0,6.3,12.0,9.0,12.0,10.95890410958904,10.627332931968695,13.947958491943474,10.909090909090908,11.920529801324504,58.21917808219178,56.4198274132049,63.22938937268603,57.57575757575758,58.27814569536424,28.47682119205298,19.816093193830223,32.235601043548066,28.08219178082192,30.303030303030305,1.3245033112582782,0.7172386112783464,3.1086182720310642,1.2121212121212122,2.73972602739726,18.0,16.0,18.0,16.0,18.0,0.0582977069568597,0.05189620719139797,0.06027366997081646,0.052323489976781455,0.059458923793479335,43.0,25.7,49.9,41.0,49.0
