year,n_runs,total_population_median,total_population_ci_low,total_population_ci_high,total_population_q25,total_population_q75,total_affected_median,total_affected_ci_low,total_affected_ci_high,total_affected_q25,total_affected_q75,prevalence_total_pct_median,prevalence_total_pct_ci_low,prevalence_total_pct_ci_high,prevalence_total_pct_q25,prevalence_total_pct_q75,on_colchicine_median,on_colchicine_ci_low,on_colchicine_ci_high,on_colchicine_q25,on_colchicine_q75,diagnosed_median,diagnosed_ci_low,diagnosed_ci_high,diagnosed_q25,diagnosed_q75,undiagnosed_symptomatic_median,undiagnosed_symptomatic_ci_low,undiagnosed_symptomatic_ci_high,undiagnosed_symptomatic_q25,undiagnosed_symptomatic_q75,prevented_births_total_median,prevented_births_total_ci_low,prevented_births_total_ci_high,prevented_births_total_q25,prevented_births_total_q75,m694v_homo_in_affected_pct_median,m694v_homo_in_affected_pct_ci_low,m694v_homo_in_affected_pct_ci_high,m694v_homo_in_affected_pct_q25,m694v_homo_in_affected_pct_q75,compound_in_affected_pct_median,compound_in_affected_pct_ci_low,compound_in_affected_pct_ci_high,compound_in_affected_pct_q25,compound_in_affected_pct_q75,hetero_in_affected_pct_median,hetero_in_affected_pct_ci_low,hetero_in_affected_pct_ci_high,hetero_in_affected_pct_q25,hetero_in_affected_pct_q75,other_homo_in_affected_pct_median,other_homo_in_affected_pct_ci_low,other_homo_in_affected_pct_ci_high,other_homo_in_affected_pct_q25,other_homo_in_affected_pct_q75,m694v_homo_absolute_median,m694v_homo_absolute_ci_low,m694v_homo_absolute_ci_high,m694v_homo_absolute_q25,m694v_homo_absolute_q75,m694v_homo_prevalence_pct_median,m694v_homo_prevalence_pct_ci_low,m694v_homo_prevalence_pct_ci_high,m694v_homo_prevalence_pct_q25,m694v_homo_prevalence_pct_q75,total_carriers_absolute_median,total_carriers_absolute_ci_low,total_carriers_absolute_ci_high,total_carriers_absolute_q25,total_carriers_absolute_q75
1950,3,5091.0,5069.15,5096.7,5079.5,5094.0,18.0,18.0,18.0,18.0,18.0,0.4234297812279464,0.42070419934177117,0.4268654392393333,0.42199526444574886,0.42523802228657104,6.0,5.05,6.95,5.5,6.5,6.0,5.05,6.95,5.5,6.5,12.0,11.05,12.95,11.5,12.5,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.2777777777777778,10.833333333333332,2.7777777777777777,8.333333333333332,55.55555555555556,34.44444444444444,76.66666666666667,44.44444444444444,66.66666666666667,33.33333333333333,12.222222222222221,38.611111111111114,22.22222222222222,36.111111111111114,0.0,0.0,5.277777777777778,0.0,2.7777777777777777,1.0,0.05,1.95,0.5,1.5,0.023364485981308414,0.0011682242990654207,0.04586359009534865,0.011682242990654207,0.035206119725540115,6.0,2.2,6.95,4.0,6.5
1951,3,5172.0,5133.05,5173.9,5151.5,5173.0,18.0,16.1,19.9,17.0,19.0,0.41802136553646074,0.3774574839465392,0.4587899827732508,0.3966719541733441,0.43947853250319235,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,12.0,10.1,13.9,11.0,13.0,0.0,0.0,0.0,0.0,0.0,5.0,0.25,10.805555555555555,2.5,8.055555555555555,56.25,36.0625,76.7013888888889,45.625,67.01388888888889,31.25,12.118055555555555,39.5625,21.180555555555557,35.625,0.0,0.0,4.75,0.0,2.5,1.0,0.05,1.95,0.5,1.5,0.023046784973496198,0.00115233924867481,0.045276816721967886,0.011523392486748099,0.03474680168321814,5.0,2.15,7.85,3.5,6.5
1952,3,5254.0,5219.8,5273.0,5236.0,5264.0,18.0,16.1,19.9,17.0,19.0,0.4122766834631242,0.37246568602500807,0.4521377951088819,0.3913235269167473,0.4332562159082598,6.0,6.0,6.95,6.0,6.5,6.0,6.0,6.95,6.0,6.5,12.0,10.1,12.95,11.0,12.5,0.0,0.0,0.0,0.0,0.0,5.0,0.25,5.527777777777778,2.5,5.277777777777778,56.25,36.0625,81.97916666666667,45.625,69.79166666666667,31.25,12.118055555555555,39.5625,21.180555555555557,35.625,0.0,0.0,4.75,0.0,2.5,1.0,0.05,1.0,0.5,1.0,0.02271178741766977,0.0011355893708834886,0.022894636553659486,0.011355893708834885,0.02280802380503278,5.0,2.15,7.85,3.5,6.5
1953,3,5363.0,5325.95,5366.8,5343.5,5365.0,20.0,16.2,20.0,18.0,20.0,0.44632894443204646,0.36777099267614777,0.44966687457202964,0.4049826540342051,0.4480857497688797,7.0,6.05,7.0,6.5,7.0,7.0,6.05,7.0,6.5,7.0,13.0,9.2,13.95,11.0,13.5,0.0,0.0,0.0,0.0,0.0,5.0,0.25,5.0,2.5,5.0,56.25,36.0625,78.8125,45.625,68.125,31.25,15.8125,39.5625,23.125,35.625,0.0,0.0,4.75,0.0,2.5,1.0,0.05,1.0,0.5,1.0,0.02231644722160232,0.001115822361080116,0.022483343728601484,0.01115822361080116,0.022404287488443985,5.0,3.1,7.85,4.0,6.5
1954,3,5458.0,5391.5,5467.5,5423.0,5463.0,19.0,18.05,19.95,18.5,19.5,0.42156645218548927,0.40379989825833446,0.43737981253039626,0.41221563432909203,0.4298892734196509,7.0,6.05,7.95,6.5,7.5,7.0,6.05,7.95,6.5,7.5,13.0,10.15,13.0,11.5,13.0,0.0,0.0,0.0,0.0,0.0,5.0,0.25,5.249999999999999,2.5,5.131578947368421,66.66666666666666,36.583333333333336,78.33333333333333,50.83333333333333,72.80701754385964,22.22222222222222,16.11111111111111,39.11111111111111,19.005847953216374,31.11111111111111,0.0,0.0,4.75,0.0,2.5,1.0,0.05,1.0,0.5,1.0,0.021910604732690624,0.0010955302366345311,0.022173852845908996,0.010955302366345312,0.02204915637122661,4.0,3.05,7.8,3.5,6.0
1955,3,5546.0,5507.05,5566.9,5525.5,5557.0,20.0,20.0,21.9,20.0,21.0,0.43563493792202135,0.4325925577069119,0.4811224062367604,0.4340336851772269,0.4595757107192524,7.0,6.05,8.9,6.5,8.0,7.0,6.05,8.9,6.5,8.0,13.0,13.0,13.95,13.0,13.5,0.0,0.0,0.0,0.0,0.0,5.0,0.25,5.0,2.5,5.0,68.18181818181817,36.65909090909091,79.4090909090909,51.590909090909086,74.0909090909091,22.727272727272727,15.386363636363637,39.13636363636363,18.863636363636363,31.363636363636363,0.0,0.0,4.75,0.0,2.5,1.0,0.05,1.0,0.5,1.0,0.021621621621621623,0.001081081081081081,0.0217737406323771,0.010810810810810811,0.021701684258861348,5.0,3.1,7.85,4.0,6.5
1956,3,5628.0,5607.1,5647.0,5617.0,5638.0,20.0,20.0,23.8,20.0,22.0,0.43020004302000436,0.4254215667768506,0.5149096991862739,0.42768505552360764,0.47478407258119887,7.0,6.05,9.85,6.5,8.5,7.0,6.05,9.85,6.5,8.5,14.0,13.05,14.0,13.5,14.0,0.0,0.0,0.0,0.0,0.0,5.0,0.25,5.0,2.5,5.0,66.66666666666666,36.583333333333336,79.33333333333333,50.83333333333333,73.33333333333333,25.0,15.5,39.25,20.0,32.5,0.0,0.0,4.75,0.0,2.5,1.0,0.05,1.0,0.5,1.0,0.021258503401360544,0.0010629251700680273,0.021497427213518234,0.010629251700680272,0.02138425277618038,6.0,3.15,7.9,4.5,7.0
1957,3,5714.0,5695.0,5745.35,5704.0,5730.5,20.0,19.05,22.85,19.5,21.5,0.4258037044922291,0.40041221841091684,0.4889699797451594,0.4124397644494332,0.4590491125200872,8.0,6.1,8.95,7.0,8.5,8.0,6.1,8.95,7.0,8.5,14.0,11.15,14.0,12.5,14.0,0.0,0.0,0.0,0.0,0.0,5.0,0.25,5.249999999999999,2.5,5.131578947368421,65.21739130434783,38.26086956521739,79.26086956521739,51.02974828375286,72.6086956521739,26.08695652173913,15.554347826086957,36.30434782608695,20.543478260869563,31.464530892448508,0.0,0.0,4.999999999999999,0.0,2.631578947368421,1.0,0.05,1.0,0.5,1.0,0.021003990758244065,0.0010501995379122032,0.021275875501293083,0.010501995379122032,0.02114708799142776,6.0,3.15,6.95,4.5,6.5
1958,3,5796.0,5790.3,5859.65,5793.0,5829.5,22.0,20.1,22.0,21.0,22.0,0.46218487394957986,0.4151851826161748,0.463109243697479,0.4374481943004193,0.462671384343211,8.0,6.1,8.95,7.0,8.5,8.0,6.1,8.95,7.0,8.5,13.0,12.05,15.85,12.5,14.5,0.0,0.0,0.0,0.0,0.0,4.545454545454546,0.2272727272727273,4.9772727272727275,2.272727272727273,4.772727272727273,63.63636363636363,36.43181818181818,80.90909090909092,49.31818181818181,72.72727272727273,27.27272727272727,14.318181818181817,39.36363636363636,20.454545454545453,33.63636363636363,0.0,0.0,4.75,0.0,2.5,1.0,0.05,1.0,0.5,1.0,0.02063557573256294,0.001031778786628147,0.020989761979905458,0.01031778786628147,0.02082198954695374,6.0,3.15,7.9,4.5,7.0
1959,3,5900.0,5890.5,5949.4,5895.0,5926.0,22.0,21.05,22.95,21.5,22.5,0.4579517069109076,0.43004044248840256,0.4741573953414148,0.4432615677411681,0.4664810166111746,8.0,5.15,8.95,6.5,8.5,8.0,5.15,8.95,6.5,8.5,13.0,13.0,17.75,13.0,15.5,0.0,0.0,0.0,0.0,0.0,4.3478260869565215,0.21739130434782608,9.265010351966874,2.1739130434782608,6.935817805383023,63.63636363636363,34.848484848484844,77.5296442687747,48.484848484848484,70.94861660079052,27.27272727272727,17.885375494071145,37.55411255411255,22.33201581027668,32.683982683982684,0.0,0.0,4.523809523809524,0.0,2.380952380952381,1.0,0.05,1.95,0.5,1.5,0.020652622883106157,0.001032631144155308,0.039808141348236945,0.010326311441553078,0.0307344747068592,6.0,4.1,7.9,5.0,7.0
